id_u,id_iesire,gestiune,den_gest,cod,denumire,den_tip,um,tva_art,cantitate,pret_unitar,valoare,tva_ded,total,adaos,tip_o,cont,text_supl,discount,plan,sector,sursa,articol,capitol,categorie
23,15,0002,"ARHIEP                  ","00000027        ","BIBLIA 60                                                   ","Marfuri                             ","    ",19,1.000,50.4202,50.42,9.58,60.00,0.42,"   ","707             ","                                                                                                                                                                                                                                                ",0.00000," "," "," "," "," ","                "
